Fecha,Precip_mm,Evap_mm,TMAX_C,TMIN_C
27/02/1961,0,3.4,37,21
28/02/1961,0,4.4,34,22.5
01/03/1961,0,3.2,37,22
02/03/1961,0,4.9,35,22
03/03/1961,0,3.9,36,21.5
04/03/1961,0,3.6,33,22
05/03/1961,0,5.1,32,21
06/03/1961,0,6.2,35.5,21
07/03/1961,0,5.2,38,20.5
08/03/1961,0,5.5,36.5,21
09/03/1961,0,4.2,35,21
10/03/1961,0,5.1,37,24
11/03/1961,0,4.1,35,20
12/03/1961,0,4.9,37,22
13/03/1961,0,4.2,35,20.5
14/03/1961,0,4,35.5,23
15/03/1961,0,3,35,23
16/03/1961,0,3.9,35,23
17/03/1961,0,4,35.5,22.5
18/03/1961,0,3.3,35,21.5
19/03/1961,0,3.8,36,22
20/03/1961,0,4,36,22
21/03/1961,0,5.8,36,22
22/03/1961,0,7.9,36,23
23/03/1961,0,9,36,24.5
24/03/1961,0,6.9,36,24
25/03/1961,0,6.1,36,24.5
26/03/1961,0,6.6,37,22
27/03/1961,0,8.8,36,24.5
28/03/1961,0,8.4,36,22.5
29/03/1961,0,6.1,37,24
30/03/1961,0,5.1,38.5,22.5
31/03/1961,0,4,38,22.5
01/04/1961,0,4.9,36,22.5
02/04/1961,0,4.4,36.5,21
03/04/1961,0,6.2,38,24
04/04/1961,0,4.5,36,23.5
05/04/1961,0,3.4,34,23.5
06/04/1961,0,7.6,37,23
07/04/1961,0,7.4,38,24
08/04/1961,0,8.3,37.5,21.5
09/04/1961,0,10.8,37.5,21.5
10/04/1961,0,8.3,38,24.5
11/04/1961,0,6.1,36.5,26
12/04/1961,0,5.7,38.5,24.5
13/04/1961,0,7.2,37,25
14/04/1961,0,7.3,37.5,25
15/04/1961,0,5.5,36.5,25.5
16/04/1961,0,7.2,37,20.5
17/04/1961,0,6,37.5,23
18/04/1961,0,7.1,37.5,24.5
19/04/1961,0,13.8,41,25
20/04/1961,0,7.2,38,24.5
21/04/1961,0,8.4,38,22.5
22/04/1961,0,6.4,38,23
23/04/1961,0,7.1,37,22
24/04/1961,0,8.1,37,22.5
25/04/1961,0,8.7,37,26
26/04/1961,0,8,36.5,25.5
27/04/1961,0,9.5,38,25
28/04/1961,0,7.7,35.5,26
29/04/1961,0,6.2,38,24.5
30/04/1961,0,8.1,35.5,22
01/05/1961,0,6.5,35,24
02/05/1961,0,7.3,36,25
03/05/1961,0,6.2,36,24.5
04/05/1961,0,9.1,37,26
05/05/1961,0,7.7,37,22
06/05/1961,0,6.8,37,23
07/05/1961,0,8.2,37.5,22.5
08/05/1961,0,7.5,38,22
09/05/1961,0,5.4,36,23
10/05/1961,0,7,38,22
11/05/1961,0,6.8,36,22.5
12/05/1961,0,5.2,36.5,25
13/05/1961,0,8.9,39.5,25
14/05/1961,0,8,36.5,23.5
15/05/1961,0,7.1,37,24.5
16/05/1961,20,5.3,39,25
17/05/1961,0,7.6,37.5,21.5
18/05/1961,0,7.2,37,22.5
19/05/1961,35,5.9,36,21
20/05/1961,0,5.1,38,22.5
21/05/1961,0,5.6,36.5,21
22/05/1961,0,6.2,36,20
23/05/1961,28,5,37,22
24/05/1961,0,5.2,36.5,23
25/05/1961,0,5.2,36,22.5
26/05/1961,0,5.4,38.5,22.5
27/05/1961,0,4.6,37,21.5
28/05/1961,0,5.2,37.5,21
29/05/1961,0,4.1,36,23
30/05/1961,11.5,4.1,35,24
31/05/1961,0,5.3,36,23.5
01/06/1961,48.5,4.3,35,24
02/06/1961,0,5.5,34,22.5
03/06/1961,4.5,6.6,35,23.5
04/06/1961,0,6.1,34,23
05/06/1961,12.5,7.5,35,24
06/06/1961,22.5,7.7,33,23
07/06/1961,0,7.1,34,23
08/06/1961,71,8.7,33.5,23
09/06/1961,36,6,33,22
10/06/1961,3.5,8.2,28,22.5
11/06/1961,0,8.2,32,22
12/06/1961,34.5,5.4,32.5,23
13/06/1961,43,7,32.5,22
14/06/1961,17.5,6.4,27,22.5
15/06/1961,15.5,6.5,31,22
16/06/1961,0,7.1,35.5,23
17/06/1961,0,6,38,23
18/06/1961,16.5,6.2,35,22.5
19/06/1961,0,5.1,34,22
20/06/1961,0,8.1,34,24
21/06/1961,2,6,34.5,24
22/06/1961,0,8.1,34,23
23/06/1961,0,7.5,33.5,23
24/06/1961,34,5.1,33,23.5
25/06/1961,20,3.1,37,22
26/06/1961,0,7.2,34,21.5
27/06/1961,15,8,36.5,20.5
28/06/1961,0,6.2,37.5,22
29/06/1961,30,5.4,38,21.5
30/06/1961,0,8.2,38,23.5
01/07/1961,5,NULO,35,22
02/07/1961,10,NULO,38,22
03/07/1961,29.5,NULO,36,22.5
04/07/1961,0,NULO,34,21.5
05/07/1961,12.5,NULO,35,23.5
06/07/1961,12.5,NULO,33.5,22.5
07/07/1961,0,NULO,33,22
08/07/1961,9,NULO,32,24
09/07/1961,65,NULO,33,22.5
10/07/1961,0,NULO,31,22.5
11/07/1961,10.5,NULO,34,23
12/07/1961,62.5,NULO,32.5,22.5
13/07/1961,10.5,NULO,32,22.5
14/07/1961,7.5,NULO,33,22
15/07/1961,0,NULO,33,22
16/07/1961,2,NULO,33,23
17/07/1961,7,NULO,33,23.5
18/07/1961,0,NULO,31.5,24
19/07/1961,8,NULO,34,24.5
20/07/1961,74.5,NULO,32,22
21/07/1961,10,NULO,33,21.5
22/07/1961,29.5,NULO,33,23
23/07/1961,2,NULO,34,22
24/07/1961,0,NULO,34,23
25/07/1961,43.5,NULO,33.5,22.5
26/07/1961,3,NULO,33.5,22.5
27/07/1961,0,NULO,34,22
28/07/1961,9.5,NULO,34.5,23.5
29/07/1961,5.5,NULO,34,22.5
30/07/1961,34.5,NULO,31,23.5
31/07/1961,9.5,NULO,32,23
01/08/1961,0,NULO,33.5,22
02/08/1961,0,NULO,34.5,22.5
03/08/1961,8.5,NULO,34,23
04/08/1961,0,NULO,34.5,22
05/08/1961,0,NULO,34.5,22
06/08/1961,28.5,NULO,34.5,23
07/08/1961,3,NULO,34,24
08/08/1961,13.5,NULO,33,24.5
09/08/1961,0,NULO,34,23
10/08/1961,35,NULO,37,24
11/08/1961,7.5,NULO,35.5,21.5
12/08/1961,0,2.4,33,23
13/08/1961,0,4.2,35,23.5
14/08/1961,0,4.7,36,23
15/08/1961,36,3.6,36.5,23
16/08/1961,2.3,3,34.5,24
17/08/1961,9,3,34.5,22.5
18/08/1961,39.5,3.5,34,22
19/08/1961,2.5,4.4,35.5,23
20/08/1961,0,4,35,22.5
21/08/1961,0,4.2,35.5,23.5
22/08/1961,0,4.6,36.5,22.5
23/08/1961,2.8,3.1,36,24.5
24/08/1961,0.3,1.4,32,23.5
25/08/1961,29.5,5,36,23
26/08/1961,3.8,3.8,33.5,23
27/08/1961,1.9,4.5,34,23
28/08/1961,3,3.1,35,23
29/08/1961,42.5,3.3,33.5,24
30/08/1961,12.2,4.6,35,22.5
31/08/1961,19.6,3.3,34,24
01/09/1961,1.7,3.2,34,22
02/09/1961,0,2.7,33.5,22
03/09/1961,0.01,2.6,33.5,23
04/09/1961,19,3.5,34,23.5
05/09/1961,0,3.9,34,23.5
06/09/1961,3,2.8,33.5,22.5
07/09/1961,17.7,3.4,33.5,22
08/09/1961,107,2.3,30,22.5
09/09/1961,67,1,30.5,22.5
10/09/1961,87.5,2.1,30.5,22.5
11/09/1961,15.8,2.7,31,22.5
12/09/1961,0,3.2,32.5,23
13/09/1961,0.01,3.4,34,23
14/09/1961,0.5,3.4,34.5,23
15/09/1961,0.01,4.8,35.5,22.5
16/09/1961,0.01,3.1,34.5,23
17/09/1961,3,1.6,33,23.5
18/09/1961,0.01,1.9,35,23.5
19/09/1961,0,3.5,32.5,22.5
20/09/1961,0,5.2,35,22
21/09/1961,1.9,4.2,36,23.5
22/09/1961,8.4,2,33,24
23/09/1961,29.5,2.3,32.5,23.5
24/09/1961,61.6,1.8,32.5,22.5
25/09/1961,1.5,3.1,34,21.5
26/09/1961,31.6,4.3,33.5,23.5
27/09/1961,0,3.5,34,23.5
28/09/1961,2.2,3.9,35.5,23
29/09/1961,1,2.1,33,23
30/09/1961,0.01,2.4,33,23.5
01/10/1961,6.5,3,34,23
02/10/1961,0.01,5.9,36,23.5
03/10/1961,68.1,4.4,35,24
04/10/1961,0.01,3.8,31.5,22.5
05/10/1961,0,4,35.5,23
06/10/1961,0,4.1,36,22.5
07/10/1961,15,4,35.5,23
08/10/1961,0,3.1,33.5,23.5
09/10/1961,0,3.3,34.5,23.5
10/10/1961,0.01,2.5,35,24
11/10/1961,0.01,1.8,35.5,22.5
12/10/1961,0.01,3.2,33,21.5
13/10/1961,0,4,35.5,22
14/10/1961,2,2.9,34.5,22
15/10/1961,0,7.2,34.5,22.5
16/10/1961,0,8.2,32,25
17/10/1961,0,5.6,34.5,25.5
18/10/1961,0,4,35.5,22.5
19/10/1961,0,3.7,34.5,22.5
20/10/1961,6,1.9,31.5,24
21/10/1961,0,3.4,34,22
22/10/1961,0,4.3,35,22
23/10/1961,0.01,2.8,36.5,23.5
24/10/1961,0,4.9,36,23
25/10/1961,0,2.1,34.5,23.5
26/10/1961,0,5.6,36.5,23
27/10/1961,0,3.7,36,22.5
28/10/1961,0,4.3,36,23
29/10/1961,0,4.4,36,23.5
30/10/1961,0,2.5,34.5,22
31/10/1961,0,4.3,32,22.5
01/11/1961,124,NULO,30,24
02/11/1961,47,NULO,24,21.5
03/11/1961,47,NULO,31,21
04/11/1961,40,NULO,27,22
05/11/1961,69,NULO,24.5,22
06/11/1961,46,NULO,23.5,21.5
07/11/1961,0.01,NULO,28,21.5
08/11/1961,0,4.6,32,20.5
09/11/1961,0,3.1,33,20.5
10/11/1961,0.01,2.6,33.5,21
11/11/1961,0.01,5.1,33.5,22.5
12/11/1961,0,3.1,33,21
13/11/1961,0,2.9,33.5,21.5
14/11/1961,0,2.7,34.5,22.5
15/11/1961,0,4.4,34.5,24.5
16/11/1961,0,3.8,34.5,22.5
17/11/1961,0,3.2,36.5,23.5
18/11/1961,0,3.6,34.5,21.5
19/11/1961,0,4.2,34.5,23
20/11/1961,0,3.2,34,22
21/11/1961,0,2.5,34.5,20.5
22/11/1961,0,3.3,35,22
23/11/1961,0,1.8,33.5,19
24/11/1961,0,4.3,34.5,20.5
25/11/1961,0,4.8,34.5,19
26/11/1961,0,6.3,33,23.5
27/11/1961,0,2.7,33.5,16.5
28/11/1961,0,3.1,34.5,18.5
29/11/1961,0,4.1,34.5,19
30/11/1961,0,4,33.5,21.5
01/12/1961,0,3.3,35,18.5
02/12/1961,0,2.7,33.5,18
03/12/1961,0,2.8,35.5,16.5
04/12/1961,0,2.7,34.5,18.5
05/12/1961,0,1.7,35.5,20
06/12/1961,0,3.6,35.5,21.5
07/12/1961,0,3.5,35,21.5
08/12/1961,0,3.9,37.5,20.5
09/12/1961,0,4.2,35.5,21.5
10/12/1961,0,3.2,35,22.5
11/12/1961,0,2.8,35.5,22.5
12/12/1961,0,3.5,35.5,20.5
13/12/1961,8,1.8,33.5,22
14/12/1961,0,3.2,33.5,22.5
15/12/1961,0,3.3,34.5,22.5
16/12/1961,0,2.9,34.5,23.5
17/12/1961,0,3.5,33.5,23.5
18/12/1961,0,2.7,34.5,21
19/12/1961,0,3.2,34.5,19.5
20/12/1961,44,2.8,34.5,22.5
21/12/1961,0,1.6,33.5,21
22/12/1961,0,3.2,34,21
23/12/1961,0,2.2,34.5,20.5
24/12/1961,0,7.8,32,20
25/12/1961,0,4.4,32.5,23.5
26/12/1961,0,3.3,34.5,18
27/12/1961,0,3.1,34.5,20.5
28/12/1961,0,4,33.5,19.5
29/12/1961,0,2.6,35,19
30/12/1961,0,3,34.5,19.5
31/12/1961,0,3.5,34.5,20.5
01/01/1962,0,7.3,31.5,21.5
02/01/1962,0,6.4,36,23.5
03/01/1962,0,3.1,34,18
04/01/1962,0,3.6,34.5,20
05/01/1962,0,3.3,34,20
06/01/1962,0,5.1,34.5,18
07/01/1962,0,3,35,19
08/01/1962,0,3,35,18.5
09/01/1962,0,3.5,35.5,19.5
10/01/1962,0,9.3,32,20.5
11/01/1962,0,8.4,27,22
12/01/1962,0,7,30.5,22.5
13/01/1962,0,3.4,35,17.5
14/01/1962,0,3.6,35,18
15/01/1962,0,4.3,35.5,19.5
16/01/1962,0,4.8,38,21.5
17/01/1962,0,4,37.5,19.5
18/01/1962,0,3.7,36,18.5
19/01/1962,0,4.1,36.5,20.5
20/01/1962,0,4.5,34,21
21/01/1962,0,4.4,37.5,20.5
22/01/1962,0,3,36,19.5
23/01/1962,0,3.9,36,21
24/01/1962,0,4,37,19.5
25/01/1962,0,4.2,36,20.5
26/01/1962,0,4.2,36,19.5
27/01/1962,0,8.3,37.5,18.5
28/01/1962,0,8.7,30.5,20.5
29/01/1962,0,11.1,31,24.5
30/01/1962,0,7.7,33.5,24.5
31/01/1962,0,5.9,36,19.5
01/02/1962,0,4.2,35.5,18.5
02/02/1962,0,4.3,37,18.5
03/02/1962,0,5,37.5,18.5
04/02/1962,0,4.2,36,19.5
05/02/1962,0,4.1,36,21
06/02/1962,0,3.6,35,20.5
07/02/1962,0,4.2,36,21.5
08/02/1962,0,5,36,22
09/02/1962,0,4.3,36.5,19.5
10/02/1962,0,2.7,32.5,20.5
11/02/1962,0,4.7,35.5,20.5
12/02/1962,0,5,37,19
13/02/1962,0,4.3,36.5,20
14/02/1962,0,4.8,35.5,21
15/02/1962,0,4.8,35,22.5
16/02/1962,0,5.3,35,20.5
17/02/1962,0,4.6,36,20
18/02/1962,0,5,36,20
19/02/1962,0,5.3,36.5,19.5
20/02/1962,0,4.5,37.5,22
21/02/1962,0,5.3,36.5,22
22/02/1962,0,5.4,36.5,22
23/02/1962,0,5.4,37.5,20.5
24/02/1962,0,5.3,37,21.5
25/02/1962,0,5.2,37.5,23
26/02/1962,0,4.4,35,23.5
27/02/1962,0,6.2,37,22.5
28/02/1962,0,5.8,37.5,23.5
01/03/1962,0,7,37,21.5
02/03/1962,0,5.7,37,21.5
03/03/1962,0,5.8,36.5,22.5
04/03/1962,0,5.7,36.5,21.5
05/03/1962,0,8.9,37.5,21
06/03/1962,0,5.6,38,25.5
07/03/1962,0,4.8,37.5,22.5
08/03/1962,0,5.8,36.5,22
09/03/1962,0,5.4,36,22.5
10/03/1962,0,5.7,36.5,21.5
11/03/1962,0,6,37,22
12/03/1962,0,6.9,36,20.5
13/03/1962,0,5.7,37,20
14/03/1962,0,5.7,37,21.5
15/03/1962,0,6.2,37,23
16/03/1962,0,9.2,36,23.5
17/03/1962,0,6.2,38.5,23
18/03/1962,0,7.2,39,21.5
19/03/1962,0,6.6,38.5,23.5
20/03/1962,0,7.2,38.5,22.5
21/03/1962,0,6.8,38.5,23
22/03/1962,0,7.8,37,23.5
23/03/1962,0,4.7,36,19.5
24/03/1962,0,4.6,35.5,23
25/03/1962,0,5.4,37,24.5
26/03/1962,0,7.8,38,22.5
27/03/1962,0,7.2,39,24.5
28/03/1962,0,5.2,37.5,20.5
29/03/1962,0,7,40,23
30/03/1962,0,6.4,38,23.5
31/03/1962,0,5.6,37,22
01/04/1962,0,5.6,39,22
02/04/1962,0,6.9,36,24.5
03/04/1962,0,10.8,39,26
04/04/1962,2,7.1,38,21.5
05/04/1962,0,5.2,37,24.5
06/04/1962,0,6.5,38.5,23.5
07/04/1962,0,7.3,38,23
08/04/1962,0,5.3,38,23
09/04/1962,0,6,38,24
10/04/1962,0,6.2,38,23.5
11/04/1962,0,6.9,37.5,24
12/04/1962,0,6.4,38,24.5
13/04/1962,4,5.3,39,23.5
14/04/1962,0,6.9,38.5,22.5
15/04/1962,0,4.9,36.5,24.5
16/04/1962,0,5.2,38.5,22
17/04/1962,0,7,37.5,24
18/04/1962,0,6.5,37.5,23.5
19/04/1962,0,5.1,33.5,24.5
20/04/1962,0,7,40,26.5
21/04/1962,0,6,37,23.5
22/04/1962,0,6.1,37,22.5
23/04/1962,0,6.3,36.5,23.5
24/04/1962,0,5.1,38,24
25/04/1962,7.5,5.8,38,24.5
26/04/1962,0,4.9,36,23.5
27/04/1962,0,4.9,35.5,24
28/04/1962,0,5.1,36.5,23.5
29/04/1962,0,5.9,37,23.5
30/04/1962,0,6,37.5,24.5
01/05/1962,0,6.1,35.5,24.5
02/05/1962,0,5.2,37.5,22.5
03/05/1962,2,5.9,37.5,23
04/05/1962,0,5.1,37.5,23
05/05/1962,0,2.7,38.5,23.5
06/05/1962,0,8,36.5,22.5
07/05/1962,0,7.5,38.5,22.5
08/05/1962,0,5.9,38,22.5
09/05/1962,0.01,5.1,37,23.5
10/05/1962,0,4.4,38,24.5
11/05/1962,0,6.4,38.5,24
12/05/1962,0,4.5,37.5,23.5
13/05/1962,0,5.5,38,24.5
14/05/1962,0,6.5,38,24.5
15/05/1962,13.5,0.4,36.5,24
16/05/1962,8.5,0.4,37,22
17/05/1962,22,3,35.5,21.5
18/05/1962,0.5,3.7,35,22.5
19/05/1962,0,4.7,36.5,23.5
20/05/1962,0,5,37,24.5
21/05/1962,10.5,0.5,36,24.5
22/05/1962,0,6.1,36,24
23/05/1962,0,6,38,24.5
24/05/1962,6.5,0.4,38.5,24.5
25/05/1962,0.01,4.6,36,25
26/05/1962,5.5,0.4,35.5,25
27/05/1962,9.5,0.4,33,23.5
28/05/1962,16.3,0.3,36,24.5
29/05/1962,3.2,0.2,35,23.5
30/05/1962,15.5,0.4,36,24.5
31/05/1962,0,5,34,23.5
01/06/1962,0,NULO,34,23.5
02/06/1962,0.01,NULO,35,24.5
03/06/1962,0,NULO,36,25.5
04/06/1962,49.5,NULO,35.5,24
05/06/1962,54,NULO,34.5,22.5
06/06/1962,56,NULO,36.5,21.5
07/06/1962,3,2.4,29,23
08/06/1962,2.5,NULO,33.5,23.5
09/06/1962,10,NULO,33.5,23
10/06/1962,28.5,NULO,34.5,22
11/06/1962,35,NULO,33,23
12/06/1962,54,NULO,30.5,21.5
13/06/1962,200.5,NULO,33,21.5
14/06/1962,16,NULO,30.5,21
15/06/1962,0,3.4,32.5,22.5
16/06/1962,0,NULO,33.5,23
17/06/1962,14,15.4,32.5,23
18/06/1962,1,NULO,33,23.5
19/06/1962,18,NULO,34.5,23
20/06/1962,56,15.3,33.5,22
21/06/1962,59,NULO,32.5,22
22/06/1962,6,NULO,34,22
23/06/1962,12,5.8,34,23
24/06/1962,9,9,32,23
25/06/1962,2,1.2,34,23
26/06/1962,5,NULO,34.5,22
27/06/1962,21.5,NULO,34,22
28/06/1962,70,NULO,31.5,21.5
29/06/1962,8,1.95,30.5,23
30/06/1962,33,NULO,35.5,22
01/07/1962,7.5,NULO,30.5,22.5
02/07/1962,89,NULO,31,22.5
03/07/1962,66,NULO,31.5,22.5
04/07/1962,21,NULO,31,22.5
05/07/1962,2,5.5,32.5,23.5
06/07/1962,0.01,NULO,33,22.5
07/07/1962,10,10.5,33,23.5
08/07/1962,2,5.9,32.5,24
09/07/1962,0,4.8,33,23
10/07/1962,0,3.8,34,24
11/07/1962,0,4,33,24.5
12/07/1962,0.01,NULO,34.5,25.5
13/07/1962,21.5,12.3,37.5,23.5
14/07/1962,3,5.6,33,22
15/07/1962,0,5.3,32,23.5
16/07/1962,0,NULO,33,23
17/07/1962,7.5,10.1,33.5,22.5
18/07/1962,0.01,5.8,33.5,22.5
19/07/1962,0,3.6,33.5,23
20/07/1962,0,NULO,33.5,23.5
21/07/1962,53,NULO,33.5,22.5
22/07/1962,14,10.3,32,21
23/07/1962,6.5,8.7,31.5,22
24/07/1962,2,5.2,32,22
25/07/1962,0,5.6,33.5,24.5
26/07/1962,0,NULO,34,23
27/07/1962,10,13.7,34.5,21.5
28/07/1962,0,NULO,33,24
29/07/1962,31.5,NULO,33.5,23.5
30/07/1962,41,NULO,37,22.5
31/07/1962,0,NULO,37,22.5
01/08/1962,44.5,NULO,34,23
02/08/1962,0.01,5.6,34,21
03/08/1962,0,4.9,34,22.5
04/08/1962,0.01,3.3,34.5,24
05/08/1962,0,4.1,33.5,23.5
06/08/1962,3.5,5.8,33,22.5
07/08/1962,2,3.9,33,24
08/08/1962,36.5,6.4,34,23
09/08/1962,64,7.3,31.5,22.5
10/08/1962,2.4,5.3,32.5,23
11/08/1962,7.5,5.1,33.5,23
12/08/1962,0.01,3.7,33,22
13/08/1962,36.9,4.5,33,23.5
14/08/1962,1.6,3.9,34,23.5
15/08/1962,3.5,5.3,32.5,24
16/08/1962,15.4,3.6,32.5,24.5
17/08/1962,25,7.5,32.5,22.5
18/08/1962,11.5,4.1,32.5,23
19/08/1962,8.5,2.8,32,23
20/08/1962,12,5.8,32.5,22.5
21/08/1962,0,4.2,33,22
22/08/1962,4.5,3.6,32,22
23/08/1962,20,3.8,32.5,23
24/08/1962,13.5,4.4,32.5,22
25/08/1962,4.1,5.2,33.5,21
26/08/1962,11.6,1.8,31,23
27/08/1962,1,2.6,33,22
28/08/1962,6,2.5,31,21
29/08/1962,23.7,3.5,32,22.5
30/08/1962,79.2,6.3,31.5,22.5
31/08/1962,28.8,0.1,26.5,22
01/09/1962,0,3.4,31,22
02/09/1962,0,5.1,33.5,24
03/09/1962,7.2,4.7,34.5,22
04/09/1962,0.01,1.9,31,23
05/09/1962,60.3,6.4,32.5,23
06/09/1962,0,4,33.5,21
07/09/1962,23.6,5.9,35.5,23
08/09/1962,14.3,10.1,34,22
09/09/1962,0,3.1,33,22.5
10/09/1962,0,4,34,23.5
11/09/1962,6,3.9,34,23
12/09/1962,0,4.8,34,23
13/09/1962,40,4.1,32.5,22
14/09/1962,17,1.7,33,22
15/09/1962,16.8,2.4,31,23
16/09/1962,100.2,6.8,32,22
17/09/1962,32.4,4.6,32.5,22
18/09/1962,62.7,4.3,31.5,22.5
19/09/1962,52,4,32,22.5
20/09/1962,0,3.7,32.5,22.5
21/09/1962,0.6,3.4,34,22.5
22/09/1962,64.5,7.4,34,23
23/09/1962,38.8,5.6,33,22.5
24/09/1962,0,3.4,32.5,22
25/09/1962,13.5,3.5,33.5,23
26/09/1962,23.1,15.4,32.5,22.5
27/09/1962,0.01,4,32.5,22.5
28/09/1962,12.6,1.1,33,22.5
29/09/1962,12.3,1.8,32,22.5
30/09/1962,7,3.2,33,22.5
01/10/1962,0,4.8,32,22.5
02/10/1962,0.01,2.8,32,23.5
03/10/1962,0.7,3.4,33.5,23
04/10/1962,66.8,4.4,32.5,23
05/10/1962,10.5,4.8,32.5,22.5
06/10/1962,20.1,4.3,31,22.5
07/10/1962,0.01,4,32,21.5
08/10/1962,7.3,3.9,33,22
09/10/1962,31.9,5.4,33,22
10/10/1962,0.1,2.9,32.5,21.5
11/10/1962,77,6.3,32,24
12/10/1962,36,4.1,32.5,21.5
13/10/1962,23.5,3.3,32,21.5
14/10/1962,7.6,2.9,33.5,21.5
15/10/1962,11.4,3.1,33,22
16/10/1962,0,2.8,32.5,23
17/10/1962,0.01,3,32.5,23
18/10/1962,4.2,3.1,32.5,23
19/10/1962,27.8,2.7,32,23
20/10/1962,0.7,3.2,33,23.5
21/10/1962,41.8,4.5,33,23
22/10/1962,14.3,3.7,33.5,22
23/10/1962,0,4.9,34,23
24/10/1962,0,6.4,33.5,23.5
25/10/1962,0,4.3,35.5,22.5
26/10/1962,0,4.3,31,22.5
27/10/1962,0.3,2.4,35,23
28/10/1962,18.2,4.6,33.5,23
29/10/1962,5,2.4,32,23
30/10/1962,0,4.3,33.5,23
31/10/1962,0,8.3,31.5,22
01/11/1962,0,4.5,34,20.5
02/11/1962,0,4.3,33,20
03/11/1962,0,4.3,33.5,19
04/11/1962,0,4.8,34.5,19
05/11/1962,0,4.3,33,19
06/11/1962,0,3.9,32,20
07/11/1962,0,4.4,33,19.5
08/11/1962,0,7.7,34,19
09/11/1962,0,5.9,35,23
10/11/1962,0,3.3,34.5,20.5
11/11/1962,0,5.7,35,19.5
12/11/1962,0,10.8,35,20.5
13/11/1962,0,10.9,32,26
14/11/1962,0,7.2,33,20
15/11/1962,0,3.6,33,18
16/11/1962,0,3.1,33,21
17/11/1962,0,2,32,20
18/11/1962,0,6.1,33,20
19/11/1962,0,5,34,21.5
20/11/1962,0.3,3.8,33,22
21/11/1962,0,6.2,33.5,22
22/11/1962,0,4.5,32.5,21
23/11/1962,0,5,35,23
24/11/1962,0,5.2,35,21
25/11/1962,0,5.4,37,20
26/11/1962,0,4.7,34,21
27/11/1962,0,4.8,33.5,21
28/11/1962,0,4.5,33,22
29/11/1962,0,4,33,20
30/11/1962,0,4.4,34,20.5
01/12/1962,0,4.4,34.5,20
02/12/1962,0,5.6,34.5,20
03/12/1962,0,3.4,35,20
04/12/1962,0,4.3,35,21.5
05/12/1962,0,4.8,34.5,21.5
06/12/1962,0,6,36,19.5
07/12/1962,0,12,34.5,20.5
08/12/1962,0,7.5,35,21
09/12/1962,0,6.3,35.5,20
10/12/1962,0,5.3,35.5,20.5
11/12/1962,0,4.4,35,19
12/12/1962,0,4.2,34,19.5
13/12/1962,0,6.3,35.5,19
14/12/1962,0,4.5,34,19
15/12/1962,0,4,34,18
16/12/1962,0,4.3,33.5,19
17/12/1962,0,3.9,33,18
18/12/1962,0,4.1,33.5,20.5
19/12/1962,0,3.6,34,21.5
20/12/1962,0,3.8,33.5,19
21/12/1962,0,5.3,33,20
22/12/1962,0,3.9,33.5,18.5
23/12/1962,0,4.7,34.5,18
24/12/1962,0,4.4,34,20
25/12/1962,0,4.2,35,20.5
26/12/1962,0,4.7,34.5,22
27/12/1962,0,4.4,35,21.5
28/12/1962,0,4.5,34,19.5
29/12/1962,0,4.6,35,19.5
30/12/1962,0,8.6,34,20
31/12/1962,0,4.9,35.5,21
01/01/1963,0,4.5,35,18.5
02/01/1963,0,4.3,33.5,18.5
03/01/1963,0,4.9,34.5,18
04/01/1963,0,5.3,34.5,18.5
05/01/1963,0,4.2,32.5,20
06/01/1963,0,5.4,36,17.5
07/01/1963,0,5.6,34.5,18.5
08/01/1963,0,4.2,34,19
09/01/1963,0,3.9,34.5,20.5
10/01/1963,0,6.7,34.5,20
11/01/1963,0,5.3,34,19.5
12/01/1963,0,4.5,33.5,19
13/01/1963,0,5.2,36.5,20
14/01/1963,0,5,36,18.5
15/01/1963,0,5.1,36,19.5
16/01/1963,0,6.1,35,20
17/01/1963,0,4.9,34.5,21.5
18/01/1963,0,5.4,34,20
19/01/1963,0,5.4,34.5,20.5
20/01/1963,0,5.3,33.5,19.5
21/01/1963,0,5.9,34,20
22/01/1963,0,5.8,35.5,21.5
23/01/1963,0,5.5,34.5,19
24/01/1963,0,9.5,34.5,22.5
25/01/1963,0,6,35.5,23.5
26/01/1963,0,6.6,33.5,20
27/01/1963,0,5.4,35.5,19.5
28/01/1963,0,7.4,37,20
29/01/1963,0,5.4,34,18.5
30/01/1963,0,5.6,36,19
31/01/1963,0,5.4,35,19.5
01/02/1963,0,5.1,35.5,20
02/02/1963,0,6.3,35,21
03/02/1963,0,10.9,36.5,21
04/02/1963,0,8.9,32.5,24
05/02/1963,0,6.9,34.5,19.5
06/02/1963,0,5.9,34,17
07/02/1963,0,5.3,34,17
08/02/1963,0,5.4,33,17.5
09/02/1963,0,5.6,34,18
10/02/1963,0.01,4.9,34.5,18
11/02/1963,0,3.7,32,20
12/02/1963,0,5.6,33,19
13/02/1963,0,6.2,35,17
14/02/1963,0,7.3,35.5,18
15/02/1963,0,6.1,35,19
16/02/1963,0,6.3,35,19
17/02/1963,0,6.1,35,19.5
18/02/1963,0,6.3,34,20
19/02/1963,0,5.8,34,19
20/02/1963,0,6.9,38,20
21/02/1963,0,6.1,35,20.5
22/02/1963,0,6.7,35,21
23/02/1963,0,6.3,35.5,19
24/02/1963,0,6.4,34,19.5
25/02/1963,0,6.5,35,21
26/02/1963,0,9.7,34.5,22
27/02/1963,3,5.7,35.5,22.5
